country,year,gdp_growth,inflation,unemployment,remittance_pct_gdp,exchange_rate_usd,energy_imports_pct,brent_crude_usd,lng_price_usd,baltic_dry_index,gpr_global,gpr_threat,gpr_act,gpr_india,gpr_japan,gpr_korea,food_price_index,cereals_index,oils_index,fertilizer_price_index,fertilizer_consumption,hormuz_flow_mbd,reserve_days,oil_rents_pct_gdp,debt_gdp,oil_shock_signal,hormuz_disruption,oil_x_buffer,gpr_normalised,fertilizer_shock,conflict_dummy,oil_shock_signal_lag1,gpr_normalised_lag1,brent_crude_usd_lag1,inflation_lag1,hormuz_disruption_lag1,baltic_dry_index_lag1,trade_exposure_score,country_encoded
South Korea,1992,6.35159199606441,6.21328146355184,2.513,0.797636990877627,780.670833333333,85.9586853264007,19.32,2.9,1198.67,84.0163,99.6141,60.2127,0.132,0.1941,0.1274,64.23,60.96,52.99,122.51,507.744994731296,14.47,64.0,0.0,11.6,-0.7218,-0.8904,-0.011278,-0.5977,-571.518,0,-0.7071,1.5623,20.04,9.33279048161495,-0.9887,1595.42,86.7563,5
South Korea,1993,6.99471791742556,4.80099660215354,2.878,0.711550977703786,802.538333333333,87.8719173333375,17.01,2.55,1398.08,101.6828,117.9802,77.4288,0.1385,0.249,0.2364,62.26,59.02,53.97,128.6,519.306666666667,14.29,66.0,0.0,10.9,-1.0791,-1.601,-0.01635,-0.0145,-532.4024,0,-0.7218,-0.5977,19.32,6.21328146355184,-0.8904,1198.67,88.5835,5
South Korea,1994,9.3718357757101,6.26585950039679,2.476,0.64424402914667,803.771666666667,92.4205454756462,15.86,2.38,1502.08,99.0482,118.7165,71.1668,0.1561,0.2607,0.405,67.26,61.94,71.87,133.85,520.325203252033,14.2,68.0,0.0,9.6,-1.0907,-1.7845,-0.01604,-0.1015,-488.4193,0,-1.0791,-0.0145,17.01,4.80099660215354,-1.601,1398.08,93.0648,5
South Korea,1995,9.7358937505409,4.48074108557248,2.063,0.559248792378199,771.254166666667,90.7053368517231,17.02,2.55,1957.0,85.5373,88.9535,79.6046,0.149,0.2117,0.1281,76.83,70.85,79.96,138.84,549.090858104319,14.29,70.0,0.0,8.5,-0.4731,-0.4459,-0.006759,-0.5475,-470.2577,0,-1.0907,-0.1015,15.86,6.26585950039679,-1.7845,1502.08,91.2646,5
South Korea,1996,7.99042982526839,4.92454354292754,2.048,0.531339775681197,804.4575,92.7020719120658,20.64,3.1,1310.08,74.6745,73.2736,74.3767,0.1557,0.1605,0.1059,77.82,83.66,69.94,139.63,520.863610315186,14.57,74.0,0.0,7.8,1.3684,1.4341,0.018492,-0.906,-439.3005,0,-0.4731,-0.5475,17.02,4.48074108557248,-0.4459,1957.0,93.2334,5
South Korea,1997,6.2821926537929,4.4389318457463,2.608,0.659654333729407,949.89,93.3862816946339,19.11,2.5,1315.58,50.9147,53.183,45.429,0.0719,0.1523,0.0947,70.76,66.51,70.68,142.08,576.074332171893,14.45,78.0,0.0045441462305219,9.7,0.6167,0.6267,0.007906,-1.6903,-462.6016,0,1.3684,-0.906,20.64,4.92454354292754,1.4341,1310.08,94.0459,5
South Korea,1998,-4.9389297463141,7.51358008079307,6.963,1.24717712440792,1403.18333333333,89.3835649432066,12.76,2.09,930.5,68.4694,79.9645,52.6754,0.2905,0.1581,0.1229,64.82,58.9,83.89,141.38,507.611241217799,13.95,82.0,0.0042366697066015,13.8,-1.4207,-2.3929,-0.017326,-1.1108,-413.481,0,0.6167,-1.6903,19.11,4.4389318457463,0.6267,1315.58,90.6307,5
South Korea,1999,11.6172629559591,0.81295725444637,6.342,0.840047418141799,1189.43916666667,88.4482330882503,17.9,2.27,1086.75,73.978,78.924,67.8636,0.1999,0.1515,0.1683,55.38,53.12,58.23,142.76,483.275456150677,14.36,86.0,0.00668755018612,15.8,0.1393,0.2513,0.00162,-0.929,-382.665,0,-1.4207,-1.1108,12.76,7.51358008079307,-2.3929,930.5,89.2883,5
South Korea,2000,9.2018583880479,2.25916580080157,4.063,0.757087382087234,1130.3625,88.8626965698761,28.66,4.31,1615.25,57.4153,60.5228,53.0921,0.1961,0.1052,0.1463,53.66,51.42,42.89,144.14,455.958672875437,15.2,90.0,0.0171114384123705,16.1,1.5349,4.7842,0.017054,-1.4757,-350.6636,0,0.1393,-0.929,17.9,0.81295725444637,0.2513,1086.75,89.6198,5
South Korea,2001,4.72593560322356,4.06657587897792,3.699,0.795715299888866,1290.79,87.8727448945928,24.46,3.96,1187.17,168.8292,107.9818,251.9475,0.3534,0.3307,0.1977,55.35,51.85,42.48,142.8,424.276494967436,14.87,91.0,0.0117084529963086,16.6,0.6322,2.0871,0.006947,2.2018,-335.669,0,1.5349,-1.4757,28.66,2.25916580080157,4.7842,1615.25,88.6685,5
South Korea,2002,7.74399895319569,2.76226210296599,3.046,0.789951740666241,1251.6025,86.5041194029852,24.99,3.37,1181.75,156.0422,129.0182,198.7998,0.3968,0.3301,0.3346,53.43,55.58,55.14,144.01,417.970131421744,14.91,92.0,0.0095743357150873,16.4,0.5097,1.7192,0.00554,1.7798,-322.3434,0,0.6322,2.2018,24.46,4.06657587897792,2.0871,1187.17,87.2941,5
South Korea,2003,3.07472661826947,3.51487451459939,3.348,0.806460806703662,1191.64583333333,87.342289824528,28.85,5.49,2733.58,176.3016,167.5325,204.4774,0.2597,0.4845,0.6247,58.12,59.38,62.63,147.11,427.04641350211,15.21,93.0,0.0089188228034682,19.1,0.8731,2.0121,0.009388,2.4485,-307.5219,1,0.5097,1.7798,24.99,2.76226210296599,1.7192,1181.75,88.1488,5
South Korea,2004,5.1836368597334,3.59066298882578,3.42,0.720946494323329,1146.24916666667,87.7224900959861,38.26,5.9,4484.92,129.3962,108.3183,162.7595,0.2224,0.2754,0.3263,65.9,64.0,69.61,161.48,453.196007259528,15.95,94.0,0.0104071686453881,21.6,1.6649,4.7413,0.017712,0.9002,-219.0069,1,0.8731,2.4485,28.85,3.51487451459939,2.0121,2733.58,88.4434,5
South Korea,2005,4.35823667337156,2.75379162735039,3.482,0.535163545191778,1024.32833333333,83.4372030897407,54.57,8.81,3252.83,101.539,83.7753,122.4823,0.2135,0.2298,0.2782,67.65,60.77,64.4,169.56,478.15216068168,17.22,95.0,0.0152754218373255,24.9,1.6087,10.1586,0.016934,-0.0193,-167.3846,0,1.6649,0.9002,38.26,3.59066298882578,4.7413,4484.92,83.9724,5
South Korea,2006,5.24500550580342,2.24234028518921,3.254,0.442805726523607,955.340833333333,86.8088364889406,65.16,6.74,3239.25,104.0353,101.8069,105.9677,0.252,0.2644,0.3846,72.85,71.23,70.55,180.24,333.739345274861,18.05,96.0,0.0186508346760964,27.0,1.3328,10.954,0.013883,0.0631,-58.079,0,1.6087,-0.0193,54.57,2.75379162735039,10.1586,3252.83,87.2516,5
South Korea,2007,5.8419633918717,2.53457382137932,3.013,0.42221719524622,929.375833333333,85.362445932308,72.44,6.98,7252.25,93.738,90.645,95.9896,0.2015,0.1677,0.2486,94.55,100.91,107.31,183.18,406.249843456481,18.61,97.0,0.0198193989631689,26.3,1.1322,9.4191,0.011672,-0.2768,-51.0105,0,1.3328,0.0631,65.16,2.24234028518921,10.954,3239.25,85.7847,5
South Korea,2008,3.00440451679569,4.67389655533408,2.959,0.639265612489691,1100.12583333333,85.5983565577476,96.94,8.86,6069.83,81.1965,74.7794,87.2034,0.2889,0.1383,0.1758,117.74,137.64,141.07,196.44,304.480511182109,20.53,98.0,0.0327981749761399,25.9,1.4444,13.6012,0.014739,-0.6907,28.3176,0,1.1322,-0.2768,72.44,2.53457382137932,9.4191,7252.25,86.2376,5
South Korea,2009,0.81986175641795,2.7564965449393,3.363,0.610285029022816,1277.24583333333,86.2663997166972,61.74,3.95,2641.17,83.1019,80.6987,82.3003,0.2633,0.194,0.3132,91.79,97.19,94.43,189.18,338.610677083333,17.78,99.0,0.023956728591914,28.8,-0.5175,-3.5687,-0.005227,-0.6278,-9.0291,0,1.4444,-0.6907,96.94,4.67389655533408,13.6012,6069.83,86.8767,5
South Korea,2010,6.98166138853071,2.93928652655686,3.324,0.490740501393226,1156.46,88.0806254621201,79.61,4.39,2674.83,84.1702,83.7355,81.6499,0.2236,0.1618,0.2765,106.87,107.5,121.95,194.5,330.282680822827,19.17,100.0,0.0438448106743931,28.3,0.317,1.8164,0.00317,-0.5926,20.1557,0,-0.5175,-0.6278,61.74,2.7564965449393,-3.5687,2641.17,88.5714,5
South Korea,2011,3.6880320602952,4.0259650043609,2.992,0.50510155584976,1108.23333333333,87.2305405207769,111.26,4.0,1531.75,90.0954,81.2795,100.4688,0.1728,0.1589,0.1432,131.78,142.16,156.48,201.12,337.319220430108,17.0,101.0,0.0596703107786387,31.7,1.361,-8.6905,0.013475,-0.397,57.393,1,0.317,-0.5926,79.61,2.93928652655686,1.8164,2674.83,87.7356,5
South Korea,2012,2.54766550568242,2.18707104433314,2.812,0.493438547720732,1126.80666666667,86.5466828850083,111.57,2.75,885.25,81.4752,81.1079,79.9891,0.1614,0.1474,0.1618,122.75,137.4,138.31,205.82,351.825647089739,16.8,102.0,0.0569097069190274,33.5,0.9002,-7.9755,0.008825,-0.6815,87.1175,2,1.361,-0.397,111.26,4.0259650043609,-8.6905,1531.75,87.0401,5
South Korea,2013,3.2913959543442,1.30134754547413,3.067,0.451351280432292,1094.9825,88.0801849923646,108.56,3.73,1255.75,83.0366,81.5072,84.5097,0.1214,0.1731,0.2625,120.14,129.11,119.5,209.28,344.695814948523,16.6,103.0,0.0461384584384727,36.0,0.6167,-4.98,0.005987,-0.63,105.0107,1,0.9002,-0.6815,111.57,2.18707104433314,-7.9755,885.25,88.5315,5
South Korea,2014,3.21468019683108,1.27477446401322,3.082,0.422392916919339,1052.84,86.8693911585965,98.97,4.39,1065.42,100.2916,109.698,88.4788,0.1414,0.1485,0.1274,114.98,115.82,110.62,214.45,345.922764227642,16.9,104.0,0.0403191275638592,37.9,-0.2237,-2.2782,-0.002151,-0.0605,134.8634,0,0.6167,-0.63,108.56,1.30134754547413,-4.98,1255.75,87.2918,5
South Korea,2015,2.92029267301234,0.70633177245575,3.546,0.419948566889135,1130.9525,86.7300628107977,52.32,2.63,703.92,105.9536,101.5169,114.0152,0.1489,0.1432,0.1231,93.06,95.87,89.94,213.54,337.812905428474,17.0,105.0,0.0184101263141833,38.8,-1.7518,0.8304,-0.016684,0.1264,126.6345,0,-0.2237,-0.0605,98.97,1.27477446401322,-2.2782,1065.42,87.15,5
South Korea,2016,3.17152748983935,0.971685739912168,3.65,0.413108182008924,1160.7675,86.9376320928771,43.64,2.52,692.83,98.6787,90.7686,110.7095,0.1514,0.2159,0.2887,91.95,88.31,99.44,213.89,351.141449683322,18.5,106.0,0.0154774466539604,39.1,-1.2129,7.8089,-0.011442,-0.1137,133.6567,0,-1.7518,0.1264,52.32,0.70633177245575,0.8304,703.92,87.3507,5
South Korea,2017,3.433191763972,1.94433230786366,3.653,0.381616908953979,1131.00083333333,88.471036646429,54.12,2.99,1149.67,107.3773,117.4667,93.905,0.159,0.4279,0.8781,97.93,90.98,101.91,221.64,353.420204768383,19.25,107.0,0.0156129162216889,38.0,-0.5822,9.0652,-0.005441,0.1734,179.6717,0,-1.2129,-0.1137,43.64,0.971685739912168,7.8089,692.83,88.8527,5
South Korea,2018,3.17611568177327,1.47583935002645,3.824,0.390576638060424,1100.16333333333,89.4697678996836,71.33,3.17,1339.42,98.5529,122.8478,65.4443,0.1608,0.3244,0.6791,95.75,100.82,87.76,235.75,367.328238719068,21.4,108.0,0.0251346708672274,37.9,0.3307,14.9919,0.003062,-0.1178,272.1747,0,-0.5822,0.1734,54.12,1.94433230786366,9.0652,1149.67,89.8603,5
South Korea,2019,2.31380210595475,0.383000303608136,3.746,0.409246873851897,1165.3575,88.1562990760159,64.3,2.57,1324.5,90.9463,112.7704,60.5953,0.2164,0.2936,0.3959,94.93,96.6,83.24,235.72,366.530791788856,20.0,109.0,0.0191641999802525,39.7,0.6623,4.0042,0.006076,-0.3689,271.4026,2,0.3307,-0.1178,71.33,1.47583935002645,14.9919,1339.42,88.5655,5
South Korea,2020,-0.700242317542106,0.537288023411737,3.931,0.426290161624685,1180.26583333333,84.5177411090491,41.96,2.03,1085.42,77.2938,97.4657,49.321,0.1724,0.1773,0.2116,98.05,103.12,99.44,239.18,304.810650887574,19.2,110.0,0.0089868127458981,45.9,-1.0261,-2.3894,-0.009328,-0.8196,243.085,1,0.6623,-0.3689,64.3,0.383000303608136,4.0042,1324.5,84.944,5
South Korea,2021,4.61296795454287,2.49833333333339,3.639,0.398612260944612,1143.95166666667,84.9035262985875,70.86,3.91,2962.5,82.0702,103.886,54.5472,0.2134,0.2176,0.2185,125.73,131.15,164.85,303.41,281.478034251675,19.7,109.2,0.0283124162355571,48.0,0.8287,-1.0547,0.007589,-0.6619,522.4828,0,-1.0261,-0.8196,41.96,0.537288023411737,-2.3894,1085.42,85.3021,5
South Korea,2022,2.72756456708991,5.08951365062842,2.857,0.434292552000758,1291.44666666667,85.4997854961215,100.93,6.42,1831.58,157.5832,199.273,124.7959,0.3231,0.3833,0.3623,144.51,154.67,187.78,341.53,325.433333333333,21.9,108.5,0.0283124162355571,49.8,1.473,7.1429,0.013576,1.8306,808.5558,2,0.8287,-0.6619,70.86,2.49833333333339,-1.0547,2962.5,85.9341,5
South Korea,2023,1.58301467403629,3.5974562502901,2.675,0.381341957760895,1305.6625,84.6000911986392,82.49,2.54,1425.67,121.7113,133.9154,116.2384,0.2753,0.2765,0.3149,124.52,130.88,126.29,331.78,262.3125,21.8,107.8,0.0283124162355571,50.5,0.4751,6.2378,0.004407,0.6466,609.5723,1,1.473,1.8306,100.93,5.08951365062842,7.1429,1831.58,84.9814,5
South Korea,2024,2.00361101838986,2.32174328643542,2.784,0.397219091099879,1363.375,84.6000911986392,80.52,2.19,1685.42,134.4528,131.6918,147.6046,0.2086,0.1957,0.3383,121.98,113.48,138.07,328.52,262.3125,20.7,107.0,0.0283124162355571,49.8,0.2392,0.1936,0.002236,1.0671,595.4769,0,0.4751,0.6466,82.49,3.5974562502901,6.2378,1425.67,84.9973,5
